"Easting","Northing"
391055.16,6466753.4
391054.07,6466721.9
391062.27,6466666.2
391082.48,6466609.6
391082.53,6466603.1
391180.36,6466600.3
391182.41,6466609
391226.41,6466610.1
391226.01,6466584.8
391242.58,6466584.3
391244.54,6466539
391311.58,6466539.2
391414.13,6466542.5
391412.14,6466584.8
391428.6,6466584.2
391426.52,6466627.9
391370.11,6466628.5
391372.24,6466686.6
391411.03,6466687.5
391413.67,6466754.6
391406.51,6466763.4
391061.62,6466759.1
391055.16,6466753.4
