"Easting","Northing"
391311.6,6466528
391313.06,6466461
391294.11,6466460.4
391295.72,6466367.9
391308.86,6466348.7
391342.14,6466349.1
391343.16,6466280.8
391362.97,6466269.5
391377.67,6466255
391401.81,6466244.7
391427.44,6466245.1
391433.9,6466253.7
391417.46,6466404.3
391416.58,6466528.2
391311.6,6466528
