"Raw","Grade.Prelim","Teach.Period","Unit","MARK","Grade","Median","Round.Total.nozero","Category","WAM"
71.85454545,"","1 2024","ENVT5564",72,"D",70,72,75,76.5
49.90909091,"","1 2024","ENVT5564",50,"P",70,50,55,77.2
2.727272727,"","1 2024","ENVT5564",3,"N",70,3,5,67.5
65.21818182,"","1 2024","ENVT5564",65,"CR",70,65,70,68
67.83636364,"","1 2024","ENVT5564",68,"CR",70,68,70,56
72.6,"","1 2024","ENVT5564",73,"D",70,73,75,57.875
85.90909091,"","1 2024","ENVT5564",86,"HD",70,86,90,NA
75.38181818,"","1 2024","ENVT5564",75,"D",70,75,80,77.25
80,"","1 2024","ENVT5565",80,"HD",75,80,85,77.25
75.67272727,"","1 2024","ENVT5565",76,"D",75,76,80,75.25
74.03636364,"","1 2024","ENVT5565",74,"D",75,74,75,NA
67.18181818,"","1 2024","ENVT5565",67,"CR",75,67,70,59.625
72.41458,"","1 2024","ENVT5575",72,"D",77,72,75,70.8
77.44622,"","1 2024","ENVT5575",77,"D",77,77,80,67.6
76.01382,"","1 2024","ENVT5575",76,"D",77,76,80,NA
84.17791,"","1 2024","ENVT5575",84,"HD",77,84,85,68.5
79.08397,"","1 2024","ENVT5575",79,"D",77,79,80,71.625
79.09841,"","1 2024","ENVT5575",79,"D",77,79,80,NA
77.87601,"","1 2024","ENVT5575",78,"D",77,78,80,78
69.85021,"","1 2024","ENVT5575",70,"D",77,70,75,66.25
74.38588,"","1 2024","ENVT5575",74,"D",77,74,75,70.25
69.21698,"","1 2024","ENVT5575",69,"CR",77,69,70,67.545
84.70513,"","1 2024","ENVT5575",85,"HD",77,85,90,80.25
76.7113,"","1 2024","ENVT5575",77,"D",77,77,80,73.75
72.15844,"","1 2024","ENVT5575",72,"D",77,72,75,67.125
85.8492,"","1 2024","ENVT5575",86,"HD",77,86,90,81.6
83.10892,"","1 2024","ENVT5575",83,"HD",77,83,85,82.5
82.87061,"","1 2024","ENVT5575",83,"HD",77,83,85,61
0,"","1 2024","ENVT5575",0,"N",77,NA,5,55.417
71.4658,"","1 2024","ENVT5575",71,"D",77,71,75,62
75.74301,"","1 2024","ENVT5575",76,"D",77,76,80,59.6
85,"","1 2024","ENVT5600",85,"HD",70.5,85,90,68.5
70,"","1 2024","ENVT5600",70,"D",70.5,70,75,70.875
81,"","1 2024","ENVT5600",81,"HD",70.5,81,85,64.25
78,"","1 2024","ENVT5600",78,"D",70.5,78,80,68.75
83.5,"","1 2024","ENVT5600",84,"HD",70.5,84,85,67.25
84,"","1 2024","ENVT5600",84,"HD",70.5,84,85,73.625
86,"","1 2024","ENVT5600",86,"HD",70.5,86,90,70.625
66,"","1 2024","ENVT5600",66,"CR",70.5,66,70,62.917
57,"","1 2024","ENVT5600",57,"P",70.5,57,60,66.25
65,"","1 2024","ENVT5600",65,"CR",70.5,65,70,69.167
65,"","1 2024","ENVT5600",65,"CR",70.5,65,70,68.917
71,"","1 2024","ENVT5600",71,"D",70.5,71,75,67
63,"","1 2024","ENVT5600",63,"CR",70.5,63,65,67.375
95,"","1 2024","ENVT5600",95,"HD",70.5,95,100,62.75
68,"","1 2024","ENVT5600",68,"CR",70.5,68,70,67.417
75,"","1 2024","ENVT5600",75,"D",70.5,75,80,69.75
67,"","1 2024","ENVT5600",67,"CR",70.5,67,70,65.75
85,"","1 2024","ENVT5600",85,"HD",70.5,85,90,66.875
70,"","1 2024","ENVT5600",70,"D",70.5,70,75,69.917
66.5,"","1 2024","ENVT5600",67,"CR",70.5,67,70,65
68,"","1 2024","SCIE4040",68,"CR",75.5,68,70,NA
NA,"UP","1 2024","SCIE4040",NA,NA,75.5,NA,NA,NA
83,"","1 2024","SCIE4040",83,"HD",75.5,83,85,NA
72.87083333,"","1 2024","SCIE4401",73,"D",74,73,75,NA
74.77440429,"","1 2024","SCIE4401",75,"D",74,75,80,NA
87.46249,"","1 2024","SCIE4401",87,"HD",74,87,90,85.5
77.83333333,"","1 2024","SCIE4401",78,"D",74,78,80,NA
23.43331786,"","1 2024","SCIE4401",23,"N",74,23,25,NA
58.94345238,"","1 2024","SCIE4401",59,"P",74,59,60,NA
66.69956583,"","1 2024","SCIE4401",67,"CR",74,67,70,NA
81.19165917,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
72.83928071,"","1 2024","SCIE4401",73,"D",74,73,75,NA
26.46033964,"","1 2024","SCIE4401",26,"N",74,26,30,NA
67.46606095,"","1 2024","SCIE4401",67,"CR",74,67,70,NA
70.90415658,"","1 2024","SCIE4401",71,"D",74,71,75,NA
82.02260655,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
53.23808024,"","1 2024","SCIE4401",53,"P",74,53,55,NA
89.87081833,"","1 2024","SCIE4401",90,"HD",74,90,95,NA
50.07916167,"","1 2024","SCIE4401",50,"P",74,50,55,NA
79.34212786,"","1 2024","SCIE4401",79,"D",74,79,80,NA
55.84164667,"","1 2024","SCIE4401",56,"P",74,56,60,NA
78.04998,"","1 2024","SCIE4401",78,"D",74,78,80,NA
75.69791321,"","1 2024","SCIE4401",76,"D",74,76,80,NA
88.57499,"","1 2024","SCIE4401",89,"HD",74,89,90,77
81.72915917,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
78.44320083,"","1 2024","SCIE4401",78,"D",74,78,80,NA
84.80415667,"","1 2024","SCIE4401",85,"HD",74,85,90,NA
59.062485,"","1 2024","SCIE4401",59,"P",74,59,60,NA
79.30504702,"","1 2024","SCIE4401",79,"D",74,79,80,NA
0,"","1 2024","SCIE4401",0,"N",74,NA,5,NA
73.06665667,"","1 2024","SCIE4401",73,"D",74,73,75,NA
57.87320881,"","1 2024","SCIE4401",58,"P",74,58,60,NA
40.224985,"","1 2024","SCIE4401",40,"N",74,40,45,NA
84.14403762,"","1 2024","SCIE4401",84,"HD",74,84,85,NA
24.77708333,"","1 2024","SCIE4401",25,"N",74,25,30,NA
87.48332833,"","1 2024","SCIE4401",87,"HD",74,87,90,NA
72.73748405,"","1 2024","SCIE4401",73,"D",74,73,75,NA
90.47916167,"","1 2024","SCIE4401",90,"HD",74,90,95,NA
77.61666167,"","1 2024","SCIE4401",78,"D",74,78,80,NA
38.96116789,"","1 2024","SCIE4401",39,"N",74,39,40,NA
74.474985,"","1 2024","SCIE4401",74,"D",74,74,75,62.833
81.23867548,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
72.88837786,"","1 2024","SCIE4401",73,"D",74,73,75,NA
82.72171861,"","1 2024","SCIE4401",83,"HD",74,83,85,NA
84.72539658,"","1 2024","SCIE4401",85,"HD",74,85,90,NA
76.962475,"","1 2024","SCIE4401",77,"D",74,77,80,NA
25.45343893,"","1 2024","SCIE4401",25,"N",74,25,30,NA
83.06535714,"","1 2024","SCIE4401",83,"HD",74,83,85,NA
49.88820679,"","1 2024","SCIE4401",50,"P",74,50,55,NA
62.0499925,"","1 2024","SCIE4401",62,"CR",74,62,65,NA
90.6875,"","1 2024","SCIE4401",91,"HD",74,91,95,NA
11.27023714,"","1 2024","SCIE4401",11,"N",74,11,15,NA
77.18331333,"","1 2024","SCIE4401",77,"D",74,77,80,NA
86.96666667,"","1 2024","SCIE4401",87,"HD",74,87,90,NA
71.99285119,"","1 2024","SCIE4401",72,"D",74,72,75,NA
72.50784619,"","1 2024","SCIE4401",73,"D",74,73,75,NA
78.24581833,"","1 2024","SCIE4401",78,"D",74,78,80,NA
33.53956234,"","1 2024","SCIE4401",34,"N",74,34,35,NA
14.67499,"","1 2024","SCIE4401",15,"N",74,15,20,NA
71.1249875,"","1 2024","SCIE4401",71,"D",74,71,75,NA
79.20415917,"","1 2024","SCIE4401",79,"D",74,79,80,NA
59.8196369,"","1 2024","SCIE4401",60,"CR",74,60,65,NA
87.60416167,"","1 2024","SCIE4401",88,"HD",74,88,90,NA
56.07296571,"","1 2024","SCIE4401",56,"P",74,56,60,NA
93.518745,"","1 2024","SCIE4401",94,"HD",74,94,95,83
82.77290167,"","1 2024","SCIE4401",83,"HD",74,83,85,NA
31.26937976,"","1 2024","SCIE4401",31,"N",74,31,35,NA
50.47499,"","1 2024","SCIE4401",50,"P",74,50,55,NA
61.00160163,"","1 2024","SCIE4401",61,"CR",74,61,65,NA
86.71666667,"","1 2024","SCIE4401",87,"HD",74,87,90,84
83.79582583,"","1 2024","SCIE4401",84,"HD",74,84,85,NA
72.9235119,"","1 2024","SCIE4401",73,"D",74,73,75,NA
66.21963536,"","1 2024","SCIE4401",66,"CR",74,66,70,NA
55.31665667,"","1 2024","SCIE4401",55,"P",74,55,60,NA
60.34891845,"","1 2024","SCIE4401",60,"CR",74,60,65,NA
51.08928071,"","1 2024","SCIE4401",51,"P",74,51,55,NA
63.05950631,"","1 2024","SCIE4401",63,"CR",74,63,65,NA
88.69583333,"","1 2024","SCIE4401",89,"HD",74,89,90,88.5
90.64582333,"","1 2024","SCIE4401",91,"HD",74,91,95,NA
45.01606143,"","1 2024","SCIE4401",45,"N+",74,45,50,51.917
88.70833333,"","1 2024","SCIE4401",89,"HD",74,89,90,NA
89.862495,"","1 2024","SCIE4401",90,"HD",74,90,95,NA
79.49166167,"","1 2024","SCIE4401",79,"D",74,79,80,NA
87.15238095,"","1 2024","SCIE4401",87,"HD",74,87,90,79
72.64403262,"","1 2024","SCIE4401",73,"D",74,73,75,NA
92.17082583,"","1 2024","SCIE4401",92,"HD",74,92,95,NA
23.21874,"","1 2024","SCIE4401",23,"N",74,23,25,NA
80.57915667,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
55.85830833,"","1 2024","SCIE4401",56,"P",74,56,60,NA
89.45833083,"","1 2024","SCIE4401",89,"HD",74,89,90,NA
5.0499975,"","1 2024","SCIE4401",5,"N",74,5,10,NA
90.562495,"","1 2024","SCIE4401",91,"HD",74,91,95,NA
82.49345238,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
79.86534714,"","1 2024","SCIE4401",80,"HD",74,80,85,NA
81.987495,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
75.89154762,"","1 2024","SCIE4401",76,"D",74,76,80,NA
81.937485,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
87.27915417,"","1 2024","SCIE4401",87,"HD",74,87,90,NA
82.01666167,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
47.6172469,"","1 2024","SCIE4401",48,"N+",74,48,50,NA
81.73153917,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
68.10176321,"","1 2024","SCIE4401",68,"CR",74,68,70,NA
44.3351031,"","1 2024","SCIE4401",44,"N",74,44,45,NA
71.10392012,"","1 2024","SCIE4401",71,"D",74,71,75,NA
59.34999,"","1 2024","SCIE4401",59,"P",74,59,60,NA
86.97856143,"","1 2024","SCIE4401",87,"HD",74,87,90,NA
70.32058429,"","1 2024","SCIE4401",70,"D",74,70,75,NA
69.91249,"","1 2024","SCIE4401",70,"D",74,70,75,NA
76.84462786,"","1 2024","SCIE4401",77,"D",74,77,80,NA
79.86962786,"","1 2024","SCIE4401",80,"HD",74,80,85,NA
66.22711777,"","1 2024","SCIE4401",66,"CR",74,66,70,NA
58.01129452,"","1 2024","SCIE4401",58,"P",74,58,60,NA
88.98421869,"","1 2024","SCIE4401",89,"HD",74,89,90,NA
81.64642107,"","1 2024","SCIE4401",82,"HD",74,82,85,NA
47.71307524,"","1 2024","SCIE4401",48,"N+",74,48,50,NA
88.49106143,"","1 2024","SCIE4401",88,"HD",74,88,90,NA
78.58332333,"","1 2024","SCIE4401",79,"D",74,79,80,NA
80.88956833,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
41.36665667,"","1 2024","SCIE4401",41,"N",74,41,45,NA
87.76070929,"","1 2024","SCIE4401",88,"HD",74,88,90,NA
58.337495,"","1 2024","SCIE4401",58,"P",74,58,60,NA
78.22081833,"","1 2024","SCIE4401",78,"D",74,78,80,NA
86.96368798,"","1 2024","SCIE4401",87,"HD",74,87,90,NA
78.33986996,"","1 2024","SCIE4401",78,"D",74,78,80,NA
65.30831583,"","1 2024","SCIE4401",65,"CR",74,65,70,NA
63.22707083,"","1 2024","SCIE4401",63,"CR",74,63,65,NA
79.34047619,"","1 2024","SCIE4401",79,"D",74,79,80,NA
32.84915821,"","1 2024","SCIE4401",33,"N",74,33,35,NA
65.11903417,"","1 2024","SCIE4401",65,"CR",74,65,70,NA
81.01279262,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
26.27385607,"","1 2024","SCIE4401",26,"N",74,26,30,NA
71.52885405,"","1 2024","SCIE4401",72,"D",74,72,75,NA
66.97528167,"","1 2024","SCIE4401",67,"CR",74,67,70,NA
85.79582333,"","1 2024","SCIE4401",86,"HD",74,86,90,NA
76.25718686,"","1 2024","SCIE4401",76,"D",74,76,80,NA
71.86343143,"","1 2024","SCIE4401",72,"D",74,72,75,NA
83.24583333,"","1 2024","SCIE4401",83,"HD",74,83,85,NA
76.98183929,"","1 2024","SCIE4401",77,"D",74,77,80,NA
64.24076333,"","1 2024","SCIE4401",64,"CR",74,64,65,NA
80.95414667,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
74.012485,"","1 2024","SCIE4401",74,"D",74,74,75,NA
18.59195127,"","1 2024","SCIE4401",19,"N",74,19,20,NA
80.237495,"","1 2024","SCIE4401",80,"HD",74,80,85,NA
60.96670619,"","1 2024","SCIE4401",61,"CR",74,61,65,NA
72.46368298,"","1 2024","SCIE4401",72,"D",74,72,75,NA
55.75297119,"","1 2024","SCIE4401",56,"P",74,56,60,NA
49.5672419,"","1 2024","SCIE4401",50,"P",74,50,55,NA
83.06547619,"","1 2024","SCIE4401",83,"HD",74,83,85,NA
67.45093889,"","1 2024","SCIE4401",67,"CR",74,67,70,NA
75.95505452,"","1 2024","SCIE4401",76,"D",74,76,80,NA
83.70414417,"","1 2024","SCIE4401",84,"HD",74,84,85,NA
87.05415667,"","1 2024","SCIE4401",87,"HD",74,87,90,NA
50.78331333,"","1 2024","SCIE4401",51,"P",74,51,55,NA
45.7693352,"","1 2024","SCIE4401",46,"N+",74,46,50,NA
0,"","1 2024","SCIE4401",0,"N",74,NA,5,NA
81.03260405,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
90.82082333,"","1 2024","SCIE4401",91,"HD",74,91,95,NA
77.762485,"","1 2024","SCIE4401",78,"D",74,78,80,NA
20.18749,"","1 2024","SCIE4401",20,"N",74,20,25,NA
55.70390853,"","1 2024","SCIE4401",56,"P",74,56,60,NA
64.66308476,"","1 2024","SCIE4401",65,"CR",74,65,70,NA
71.79581833,"","1 2024","SCIE4401",72,"D",74,72,75,NA
51.87640857,"","1 2024","SCIE4401",52,"P",74,52,55,NA
57.16665667,"","1 2024","SCIE4401",57,"P",74,57,60,70.5
61.26456833,"","1 2024","SCIE4401",61,"CR",74,61,65,NA
87.55833083,"","1 2024","SCIE4401",88,"HD",74,88,90,NA
65.15415417,"","1 2024","SCIE4401",65,"CR",74,65,70,NA
74.66189226,"","1 2024","SCIE4401",75,"D",74,75,80,NA
50.73594734,"","1 2024","SCIE4401",51,"P",74,51,55,NA
80.60594238,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
61.4371848,"","1 2024","SCIE4401",61,"CR",74,61,65,NA
72.462485,"","1 2024","SCIE4401",72,"D",74,72,75,NA
79.12142107,"","1 2024","SCIE4401",79,"D",74,79,80,NA
53.61879452,"","1 2024","SCIE4401",54,"P",74,54,55,NA
74.77200786,"","1 2024","SCIE4401",75,"D",74,75,80,NA
89.007485,"","1 2024","SCIE4401",89,"HD",74,89,90,NA
81.01665417,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
83.54046119,"","1 2024","SCIE4401",84,"HD",74,84,85,NA
79.68892357,"","1 2024","SCIE4401",80,"HD",74,80,85,NA
19.68333333,"","1 2024","SCIE4401",20,"N",74,20,25,17.5
48.46962678,"","1 2024","SCIE4401",48,"N+",74,48,50,NA
69.14284119,"","1 2024","SCIE4401",69,"CR",74,69,70,NA
80.54165917,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
80.70831833,"","1 2024","SCIE4401",81,"HD",74,81,85,NA
53.54761155,"","1 2024","SCIE4401",54,"P",74,54,55,NA
79.5499975,"","1 2024","SCIE4401",80,"HD",74,80,85,NA
68.84261392,"","1 2024","SCIE4401",69,"CR",74,69,70,NA
83.94164167,"","1 2024","SCIE4401",84,"HD",74,84,85,NA
64,"","1 2024","SCIE4402",64,"CR",70,64,65,74.5
55,"","1 2024","SCIE4402",55,"P",70,55,60,55.5
77,"","1 2024","SCIE4402",77,"D",70,77,80,72
56,"","1 2024","SCIE4402",56,"P",70,56,60,NA
67,"","1 2024","SCIE4402",67,"CR",70,67,70,58
14,"","1 2024","SCIE4402",14,"N",70,14,15,34.857
91,"","1 2024","SCIE4402",91,"HD",70,91,95,NA
62,"","1 2024","SCIE4402",62,"CR",70,62,65,45.5
65,"","1 2024","SCIE4402",65,"CR",70,65,70,66.75
50,"","1 2024","SCIE4402",50,"P",70,50,55,52.667
66,"","1 2024","SCIE4402",66,"CR",70,66,70,57.5
63,"","1 2024","SCIE4402",63,"CR",70,63,65,NA
55,"","1 2024","SCIE4402",55,"P",70,55,60,NA
70,"","1 2024","SCIE4402",70,"D",70,70,75,60.5
81,"","1 2024","SCIE4402",81,"HD",70,81,85,NA
93,"","1 2024","SCIE4402",93,"HD",70,93,95,NA
87,"","1 2024","SCIE4402",87,"HD",70,87,90,NA
67,"","1 2024","SCIE4402",67,"CR",70,67,70,NA
83,"","1 2024","SCIE4402",83,"HD",70,83,85,72
18,"","1 2024","SCIE4402",18,"N",70,18,20,NA
63,"","1 2024","SCIE4402",63,"CR",70,63,65,NA
70,"","1 2024","SCIE4402",70,"D",70,70,75,68.5
57,"","1 2024","SCIE4402",57,"P",70,57,60,66
68,"","1 2024","SCIE4402",68,"CR",70,68,70,62.5
63,"","1 2024","SCIE4402",63,"CR",70,63,65,67.267
62,"","1 2024","SCIE4402",62,"CR",70,62,65,NA
70,"","1 2024","SCIE4402",70,"D",70,70,75,NA
92,"","1 2024","SCIE4402",92,"HD",70,92,95,NA
71,"","1 2024","SCIE4402",71,"D",70,71,75,70.333
64,"","1 2024","SCIE4402",64,"CR",70,64,65,58.714
64,"","1 2024","SCIE4402",64,"CR",70,64,65,69.286
84,"","1 2024","SCIE4402",84,"HD",70,84,85,81
55,"","1 2024","SCIE4402",55,"P",70,55,60,NA
74,"","1 2024","SCIE4402",74,"D",70,74,75,77.75
83,"","1 2024","SCIE4402",83,"HD",70,83,85,73.75
67,"","1 2024","SCIE4402",67,"CR",70,67,70,50
66,"","1 2024","SCIE4402",66,"CR",70,66,70,59.25
35,"","1 2024","SCIE4402",35,"N",70,35,40,43.636
61,"","1 2024","SCIE4402",61,"CR",70,61,65,60
67,"","1 2024","SCIE4402",67,"CR",70,67,70,60.75
65,"","1 2024","SCIE4402",65,"CR",70,65,70,74.5
69,"","1 2024","SCIE4402",69,"CR",70,69,70,NA
51,"","1 2024","SCIE4402",51,"P",70,51,55,50.75
87,"","1 2024","SCIE4402",87,"HD",70,87,90,NA
68,"","1 2024","SCIE4402",68,"CR",70,68,70,74
70,"","1 2024","SCIE4402",70,"D",70,70,75,70.5
74,"","1 2024","SCIE4402",74,"D",70,74,75,59.25
71,"","1 2024","SCIE4402",71,"D",70,71,75,74.5
75,"","1 2024","SCIE4402",75,"D",70,75,80,79.857
72,"","1 2024","SCIE4402",72,"D",70,72,75,78.25
71,"","1 2024","SCIE4402",71,"D",70,71,75,68
NA,NA,"1 2024","SCIE4402",NA,NA,70,NA,NA,NA
86,"","1 2024","SCIE4402",86,"HD",70,86,90,86.667
70,"","1 2024","SCIE4402",70,"D",70,70,75,68
73,"","1 2024","SCIE4402",73,"D",70,73,75,69.75
75,"","1 2024","SCIE4402",75,"D",70,75,80,65
75,"","1 2024","SCIE4402",75,"D",70,75,80,NA
78,"","1 2024","SCIE4402",78,"D",70,78,80,NA
77,"","1 2024","SCIE4402",77,"D",70,77,80,79.25
67,"","1 2024","SCIE4402",67,"CR",70,67,70,76.5
65,"","1 2024","SCIE4402",65,"CR",70,65,70,62.5
80,"","1 2024","SCIE4402",80,"HD",70,80,85,74.75
60,"","1 2024","SCIE4402",60,"CR",70,60,65,66.25
72,"","1 2024","SCIE4402",72,"D",70,72,75,NA
78,"","1 2024","SCIE4402",78,"D",70,78,80,NA
73,"","1 2024","SCIE4402",73,"D",70,73,75,NA
58,"","1 2024","SCIE4402",58,"P",70,58,60,71.25
86,"","1 2024","SCIE4402",86,"HD",70,86,90,NA
68,"","1 2024","SCIE4402",68,"CR",70,68,70,75.75
84,"","1 2024","SCIE4402",84,"HD",70,84,85,80.5
66,"","1 2024","SCIE4402",66,"CR",70,66,70,72
77,"","1 2024","SCIE4402",77,"D",70,77,80,75.25
54,"","1 2024","SCIE4402",54,"P",70,54,55,NA
51,"","1 2024","SCIE4402",51,"P",70,51,55,65
58,"","1 2024","SCIE4402",58,"P",70,58,60,59.143
61,"","1 2024","SCIE4402",61,"CR",70,61,65,NA
63,"","1 2024","SCIE4402",63,"CR",70,63,65,70.75
65,"","1 2024","SCIE4402",65,"CR",70,65,70,70.75
70,"","1 2024","SCIE4402",70,"D",70,70,75,67
70,"","1 2024","SCIE4402",70,"D",70,70,75,NA
73,"","1 2024","SCIE4402",73,"D",70,73,75,60
62,"","1 2024","SCIE4402",62,"CR",70,62,65,51.75
87,"","1 2024","SCIE4402",87,"HD",70,87,90,NA
74,"","1 2024","SCIE4402",74,"D",70,74,75,75
72,"","1 2024","SCIE4402",72,"D",70,72,75,70.5
65,"","1 2024","SCIE4402",65,"CR",70,65,70,77
91,"","1 2024","SCIE4402",91,"HD",70,91,95,84.167
80,"","1 2024","SCIE4402",80,"HD",70,80,85,72.05
76,"","1 2024","SCIE4402",76,"D",70,76,80,NA
71,"","1 2024","SCIE4402",71,"D",70,71,75,62.25
71,"","1 2024","SCIE4402",71,"D",70,71,75,74
80,"","1 2024","SCIE4402",80,"HD",70,80,85,NA
72,"","1 2024","SCIE4402",72,"D",70,72,75,52
70,"","1 2024","SCIE4402",70,"D",70,70,75,62
94,"","1 2024","SCIE4402",94,"HD",70,94,95,NA
70,"","1 2024","SCIE4402",70,"D",70,70,75,69
28,"","1 2024","SCIE4402",28,"N",70,28,30,58.375
60,"","1 2024","SCIE4402",60,"CR",70,60,65,NA
70,"","1 2024","SCIE4402",70,"D",70,70,75,69
71,"","1 2024","SCIE4402",71,"D",70,71,75,63
77,"","1 2024","SCIE4402",77,"D",70,77,80,NA
64,"","1 2024","SCIE4402",64,"CR",70,64,65,59.6
68,"","1 2024","SCIE4402",68,"CR",70,68,70,69
70.7834,"","1 2024","SCIE4403",71,"D",70,71,75,NA
76.287632,"","1 2024","SCIE4403",76,"D",70,76,80,NA
65.816832,"","1 2024","SCIE4403",66,"CR",70,66,70,NA
66.708366,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
73.753364,"","1 2024","SCIE4403",74,"D",70,74,75,NA
73.524298,"","1 2024","SCIE4403",74,"D",70,74,75,NA
66.654198,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
68.541731,"","1 2024","SCIE4403",69,"CR",70,69,70,NA
63.116832,"","1 2024","SCIE4403",63,"CR",70,63,65,NA
70.191732,"","1 2024","SCIE4403",70,"D",70,70,75,NA
67.025064,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
83.1001,"","1 2024","SCIE4403",83,"HD",70,83,85,NA
31.0501,"","1 2024","SCIE4403",31,"N",70,31,35,NA
70.616766,"","1 2024","SCIE4403",71,"D",70,71,75,NA
74.350099,"","1 2024","SCIE4403",74,"D",70,74,75,NA
80.765932,"","1 2024","SCIE4403",81,"HD",70,81,85,NA
69.7667,"","1 2024","SCIE4403",70,"D",70,70,75,NA
61.18683,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
78.690932,"","1 2024","SCIE4403",79,"D",70,79,80,NA
68.278364,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
72.883332,"","1 2024","SCIE4403",73,"D",70,73,75,NA
71.120264,"","1 2024","SCIE4403",71,"D",70,71,75,NA
77.5334,"","1 2024","SCIE4403",78,"D",70,78,80,NA
76.140066,"","1 2024","SCIE4403",76,"D",70,76,80,NA
69.3001,"","1 2024","SCIE4403",69,"CR",70,69,70,NA
78.236698,"","1 2024","SCIE4403",78,"D",70,78,80,74.75
0,"","1 2024","SCIE4403",0,"N",70,NA,5,NA
57.55,"","1 2024","SCIE4403",58,"P",70,58,60,NA
63.779333,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
50.8417,"","1 2024","SCIE4403",51,"P",70,51,55,NA
74.0875,"","1 2024","SCIE4403",74,"D",70,74,75,NA
15.733399,"","1 2024","SCIE4403",16,"N",70,16,20,NA
67.8168,"","1 2024","SCIE4403",68,"CR",70,68,70,78
NA,"","1 2024","SCIE4403",NA,NA,70,NA,NA,NA
78.725066,"","1 2024","SCIE4403",79,"D",70,79,80,NA
59.891766,"","1 2024","SCIE4403",60,"CR",70,60,65,NA
24.153498,"","1 2024","SCIE4403",24,"N",70,24,25,NA
68.2459,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
73.8669,"","1 2024","SCIE4403",74,"D",70,74,75,NA
84.000064,"","1 2024","SCIE4403",84,"HD",70,84,85,NA
NA,"AC","1 2024","SCIE4403",NA,NA,70,NA,NA,NA
81.683364,"","1 2024","SCIE4403",82,"HD",70,82,85,NA
74.065864,"","1 2024","SCIE4403",74,"D",70,74,75,73.625
64.233332,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
60.491732,"","1 2024","SCIE4403",60,"CR",70,60,65,66.5
70.183397,"","1 2024","SCIE4403",70,"D",70,70,75,NA
60.553432,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
79.461832,"","1 2024","SCIE4403",79,"D",70,79,80,NA
2,"","1 2024","SCIE4403",2,"N",70,2,5,NA
0,"","1 2024","SCIE4403",0,"N",70,NA,5,40.75
67.440864,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
79.787531,"","1 2024","SCIE4403",80,"HD",70,80,85,NA
47.003432,"","1 2024","SCIE4403",47,"N+",70,47,50,NA
76.857562,"","1 2024","SCIE4403",77,"D",70,77,80,NA
78.275032,"","1 2024","SCIE4403",78,"D",70,78,80,71.556
60.800133,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
84.5167,"","1 2024","SCIE4403",85,"HD",70,85,90,NA
67.673366,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
82.5835,"","1 2024","SCIE4403",83,"HD",70,83,85,NA
NA,"WH","1 2024","SCIE4403",NA,NA,70,NA,NA,NA
64.541932,"","1 2024","SCIE4403",65,"CR",70,65,70,NA
78.5501,"","1 2024","SCIE4403",79,"D",70,79,80,NA
63.591866,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
58.991765,"","1 2024","SCIE4403",59,"P",70,59,60,NA
82.644998,"","1 2024","SCIE4403",83,"HD",70,83,85,NA
72.548532,"","1 2024","SCIE4403",73,"D",70,73,75,NA
61.886831,"","1 2024","SCIE4403",62,"CR",70,62,65,NA
71.970932,"","1 2024","SCIE4403",72,"D",70,72,75,NA
81.296,"","1 2024","SCIE4403",81,"HD",70,81,85,NA
64.683366,"","1 2024","SCIE4403",65,"CR",70,65,70,60.25
57.445131,"","1 2024","SCIE4403",57,"P",70,57,60,NA
61.11003,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
77.0793,"","1 2024","SCIE4403",77,"D",70,77,80,NA
71.104199,"","1 2024","SCIE4403",71,"D",70,71,75,NA
73.771,"","1 2024","SCIE4403",74,"D",70,74,75,NA
NA,"AC","1 2024","SCIE4403",NA,NA,70,NA,NA,NA
74.854232,"","1 2024","SCIE4403",75,"D",70,75,80,NA
