"Raw","Grade.Prelim","Teach.Period","Unit","MARK","Grade","Median","Round.Total.nozero","Category","WAM"
70.366766,"","1 2024","SCIE4403",70,"D",70,70,75,NA
60.370865,"","1 2024","SCIE4403",60,"CR",70,60,65,NA
63.650166,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
78.195832,"","1 2024","SCIE4403",78,"D",70,78,80,NA
68.470098,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
10.850066,"","1 2024","SCIE4403",11,"N",70,11,15,NA
63.728398,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
68.145132,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
51.800032,"","1 2024","SCIE4403",52,"P",70,52,55,NA
77.3501,"","1 2024","SCIE4403",77,"D",70,77,80,NA
82.883565,"","1 2024","SCIE4403",83,"HD",70,83,85,NA
74.673366,"","1 2024","SCIE4403",75,"D",70,75,80,NA
69.5167,"","1 2024","SCIE4403",70,"D",70,70,75,NA
74.4668,"","1 2024","SCIE4403",74,"D",70,74,75,NA
75.315864,"","1 2024","SCIE4403",75,"D",70,75,80,NA
65.844332,"","1 2024","SCIE4403",66,"CR",70,66,70,NA
70.916832,"","1 2024","SCIE4403",71,"D",70,71,75,61.75
73.695865,"","1 2024","SCIE4403",74,"D",70,74,75,NA
73.011696,"","1 2024","SCIE4403",73,"D",70,73,75,60.5
77.199999,"","1 2024","SCIE4403",77,"D",70,77,80,NA
68.633399,"","1 2024","SCIE4403",69,"CR",70,69,70,NA
78.3126,"","1 2024","SCIE4403",78,"D",70,78,80,NA
69.940898,"","1 2024","SCIE4403",70,"D",70,70,75,NA
17.716665,"","1 2024","SCIE4403",18,"N",70,18,20,NA
65.981798,"","1 2024","SCIE4403",66,"CR",70,66,70,NA
0,"","1 2024","SCIE4403",0,"N",70,NA,5,61
71.578532,"","1 2024","SCIE4403",72,"D",70,72,75,NA
64.066698,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
66.929232,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
NA,"WH","1 2024","SCIE4403",NA,NA,70,NA,NA,NA
79.1292,"","1 2024","SCIE4403",79,"D",70,79,80,NA
72.095032,"","1 2024","SCIE4403",72,"D",70,72,75,NA
79.3709,"","1 2024","SCIE4403",79,"D",70,79,80,NA
81.9001,"","1 2024","SCIE4403",82,"HD",70,82,85,NA
68.112598,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
71.433466,"","1 2024","SCIE4403",71,"D",70,71,75,NA
70.716666,"","1 2024","SCIE4403",71,"D",70,71,75,NA
72.350033,"","1 2024","SCIE4403",72,"D",70,72,75,NA
64.9751,"","1 2024","SCIE4403",65,"CR",70,65,70,NA
82.0376,"","1 2024","SCIE4403",82,"HD",70,82,85,NA
73.921,"","1 2024","SCIE4403",74,"D",70,74,75,NA
61.05,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
19.4167,"","1 2024","SCIE4403",19,"N",70,19,20,NA
60.100164,"","1 2024","SCIE4403",60,"CR",70,60,65,35.75
74.870164,"","1 2024","SCIE4403",75,"D",70,75,80,NA
74.9917,"","1 2024","SCIE4403",75,"D",70,75,80,NA
63.761831,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
68.012666,"","1 2024","SCIE4403",68,"CR",70,68,70,59
70.483465,"","1 2024","SCIE4403",70,"D",70,70,75,NA
67.4418,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
70.170932,"","1 2024","SCIE4403",70,"D",70,70,75,NA
77.724998,"","1 2024","SCIE4403",78,"D",70,78,80,NA
64.5919,"","1 2024","SCIE4403",65,"CR",70,65,70,NA
70.703364,"","1 2024","SCIE4403",71,"D",70,71,75,NA
57.108366,"","1 2024","SCIE4403",57,"P",70,57,60,NA
66.670032,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
74.175065,"","1 2024","SCIE4403",74,"D",70,74,75,NA
52.575098,"","1 2024","SCIE4403",53,"P",70,53,55,NA
67.708399,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
83.0834,"","1 2024","SCIE4403",83,"HD",70,83,85,NA
78.645832,"","1 2024","SCIE4403",79,"D",70,79,80,NA
70.187566,"","1 2024","SCIE4403",70,"D",70,70,75,NA
87.216732,"","1 2024","SCIE4403",87,"HD",70,87,90,NA
66.365832,"","1 2024","SCIE4403",66,"CR",70,66,70,NA
58.7917,"","1 2024","SCIE4403",59,"P",70,59,60,NA
70.750031,"","1 2024","SCIE4403",71,"D",70,71,75,NA
65.625066,"","1 2024","SCIE4403",66,"CR",70,66,70,NA
67.970832,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
71.415894,"","1 2024","SCIE4403",71,"D",70,71,75,NA
74.244998,"","1 2024","SCIE4403",74,"D",70,74,75,NA
74.908366,"","1 2024","SCIE4403",75,"D",70,75,80,NA
76.400132,"","1 2024","SCIE4403",76,"D",70,76,80,NA
67.250099,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
67.0251,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
20.473532,"","1 2024","SCIE4403",20,"N",70,20,25,NA
62.045064,"","1 2024","SCIE4403",62,"CR",70,62,65,NA
56.90343,"","1 2024","SCIE4403",57,"P",70,57,60,NA
70.286698,"","1 2024","SCIE4403",70,"D",70,70,75,NA
63.6751,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
67.915965,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
70.275132,"","1 2024","SCIE4403",70,"D",70,70,75,NA
78.1502,"","1 2024","SCIE4403",78,"D",70,78,80,NA
76.320866,"","1 2024","SCIE4403",76,"D",70,76,80,NA
60.704266,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
59.945164,"","1 2024","SCIE4403",60,"CR",70,60,65,NA
72.850266,"","1 2024","SCIE4403",73,"D",70,73,75,NA
83.675066,"","1 2024","SCIE4403",84,"HD",70,84,85,NA
76.0168,"","1 2024","SCIE4403",76,"D",70,76,80,NA
56.094166,"","1 2024","SCIE4403",56,"P",70,56,60,NA
76.412566,"","1 2024","SCIE4403",76,"D",70,76,80,NA
74.408366,"","1 2024","SCIE4403",74,"D",70,74,75,NA
65.132564,"","1 2024","SCIE4403",65,"CR",70,65,70,NA
75.394198,"","1 2024","SCIE4403",75,"D",70,75,80,NA
73.8542,"","1 2024","SCIE4403",74,"D",70,74,75,NA
72.911864,"","1 2024","SCIE4403",73,"D",70,73,75,NA
82.695932,"","1 2024","SCIE4403",83,"HD",70,83,85,NA
72.3001,"","1 2024","SCIE4403",72,"D",70,72,75,NA
63.370164,"","1 2024","SCIE4403",63,"CR",70,63,65,NA
61.325098,"","1 2024","SCIE4403",61,"CR",70,61,65,NA
77.333366,"","1 2024","SCIE4403",77,"D",70,77,80,NA
77.95,"","1 2024","SCIE4403",78,"D",70,78,80,NA
61.753364,"","1 2024","SCIE4403",62,"CR",70,62,65,NA
69.045064,"","1 2024","SCIE4403",69,"CR",70,69,70,NA
54.354265,"","1 2024","SCIE4403",54,"P",70,54,55,NA
77.945933,"","1 2024","SCIE4403",78,"D",70,78,80,NA
88.2542,"","1 2024","SCIE4403",88,"HD",70,88,90,NA
66.66843,"","1 2024","SCIE4403",67,"CR",70,67,70,NA
67.866866,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
59.845131,"","1 2024","SCIE4403",60,"CR",70,60,65,NA
73.907662,"","1 2024","SCIE4403",74,"D",70,74,75,NA
74.525032,"","1 2024","SCIE4403",75,"D",70,75,80,NA
76.070866,"","1 2024","SCIE4403",76,"D",70,76,80,NA
62.325066,"","1 2024","SCIE4403",62,"CR",70,62,65,55.25
70.32013,"","1 2024","SCIE4403",70,"D",70,70,75,NA
63.683432,"","1 2024","SCIE4403",64,"CR",70,64,65,NA
57.812599,"","1 2024","SCIE4403",58,"P",70,58,60,NA
72.937565,"","1 2024","SCIE4403",73,"D",70,73,75,NA
75.041866,"","1 2024","SCIE4403",75,"D",70,75,80,69
58.708364,"","1 2024","SCIE4403",59,"P",70,59,60,NA
74.690832,"","1 2024","SCIE4403",75,"D",70,75,80,NA
67.978465,"","1 2024","SCIE4403",68,"CR",70,68,70,NA
74.850198,"","1 2024","SCIE4403",75,"D",70,75,80,NA
74.361731,"","1 2024","SCIE4403",74,"D",70,74,75,NA
68.8085,"","1 2024","SCIE4403",69,"CR",70,69,70,NA
69.690862,"","1 2024","SCIE4403",70,"D",70,70,75,NA
62.166798,"","1 2024","SCIE4403",62,"CR",70,62,65,NA
64.937566,"","1 2024","SCIE4403",65,"CR",70,65,70,NA
72.258366,"","1 2024","SCIE4403",72,"D",70,72,75,NA
65.4586,"","1 2024","SCIE4403",65,"CR",70,65,70,NA
NA,"WH","1 2024","SCIE4403",NA,NA,70,NA,NA,NA
75.05,"","1 2024","SCIE5004",75,"D",75,75,80,75.875
85.05,"","1 2024","SCIE5004",85,"HD",75,85,90,78.333
82.9,"","1 2024","SCIE5004",83,"HD",75,83,85,77.5
95.15,"","1 2024","SCIE5004",95,"HD",75,95,100,81.5
70.5,"","1 2024","SCIE5004",71,"D",75,71,75,65.375
78,"","1 2024","SCIE5004",78,"D",75,78,80,56.571
69.75,"","1 2024","SCIE5004",70,"D",75,70,75,72.875
85.65,"","1 2024","SCIE5004",86,"HD",75,86,90,82.625
76.55,"","1 2024","SCIE5004",77,"D",75,77,80,62.182
70.95,"","1 2024","SCIE5004",71,"D",75,71,75,71.875
72.6,"","1 2024","SCIE5004",73,"D",75,73,75,65.625
77.1,"","1 2024","SCIE5004",77,"D",75,77,80,66.143
74.4,"","1 2024","SCIE5004",74,"D",75,74,75,77.083
70.5,"","1 2024","SCIE5004",71,"D",75,71,75,58
76.4,"","1 2024","SCIE5004",76,"D",75,76,80,70.875
72.65,"","1 2024","SCIE5004",73,"D",75,73,75,59.125
84.2,"","1 2024","SCIE5004",84,"HD",75,84,85,82.8
80.9,"","1 2024","SCIE5004",81,"HD",75,81,85,60.25
73.2,"","1 2024","SCIE5004",73,"D",75,73,75,62.25
74.9,"","1 2024","SCIE5004",75,"D",75,75,80,65.25
78.1,"","1 2024","SCIE5004",78,"D",75,78,80,52.667
62.15,"","1 2024","SCIE5004",62,"CR",75,62,65,64.333
79.05,"","1 2024","SCIE5004",79,"D",75,79,80,68.75
77.1,"","1 2024","SCIE5004",77,"D",75,77,80,72.583
78.85,"","1 2024","SCIE5004",79,"D",75,79,80,75.25
76.3,"","1 2024","SCIE5004",76,"D",75,76,80,71.625
82.1,"","1 2024","SCIE5004",82,"HD",75,82,85,75.286
67.4,"","1 2024","SCIE5004",67,"CR",75,67,70,69.833
77.75,"","1 2024","SCIE5004",78,"D",75,78,80,62.286
96.45,"","1 2024","SCIE5004",96,"HD",75,96,100,79.625
84.9,"","1 2024","SCIE5004",85,"HD",75,85,90,75.25
69.3,"","1 2024","SCIE5004",69,"CR",75,69,70,NA
78.45,"","1 2024","SCIE5004",78,"D",75,78,80,67
73.95,"","1 2024","SCIE5004",74,"D",75,74,75,76
86.45,"","1 2024","SCIE5004",86,"HD",75,86,90,62
77.45,"","1 2024","SCIE5004",77,"D",75,77,80,71.143
78.55,"","1 2024","SCIE5004",79,"D",75,79,80,76.875
81.15,"","1 2024","SCIE5004",81,"HD",75,81,85,70.625
73.9,"","1 2024","SCIE5004",74,"D",75,74,75,70.923
78.8,"","1 2024","SCIE5004",79,"D",75,79,80,72.429
76.7,"","1 2024","SCIE5004",77,"D",75,77,80,79
84.25,"","1 2024","SCIE5004",84,"HD",75,84,85,76.286
76.6,"","1 2024","SCIE5004",77,"D",75,77,80,64.375
72.15,"","1 2024","SCIE5004",72,"D",75,72,75,73.75
74.1,"","1 2024","SCIE5004",74,"D",75,74,75,77.125
74.15,"","1 2024","SCIE5004",74,"D",75,74,75,73.25
76.1,"","1 2024","SCIE5004",76,"D",75,76,80,63.625
74.55,"","1 2024","SCIE5004",75,"D",75,75,80,70.25
69,"","1 2024","SCIE5004",69,"CR",75,69,70,66.25
77,"","1 2024","SCIE5004",77,"D",75,77,80,67.25
66.05,"","1 2024","SCIE5004",66,"CR",75,66,70,57.125
71.15,"","1 2024","SCIE5004",71,"D",75,71,75,70.375
70.95,"","1 2024","SCIE5004",71,"D",75,71,75,NA
77.25,"","1 2024","SCIE5004",77,"D",75,77,80,72
74.75,"","1 2024","SCIE5004",75,"D",75,75,80,71.625
73.65,"","1 2024","SCIE5004",74,"D",75,74,75,64
72.75,"","1 2024","SCIE5004",73,"D",75,73,75,66.625
73.2,"","1 2024","SCIE5004",73,"D",75,73,75,74.125
76.8,"","1 2024","SCIE5004",77,"D",75,77,80,72
69,"","1 2024","SCIE5004",69,"CR",75,69,70,52.125
79.2,"","1 2024","SCIE5004",79,"D",75,79,80,67
73.75,"","1 2024","SCIE5004",74,"D",75,74,75,64.875
78.95,"","1 2024","SCIE5004",79,"D",75,79,80,57.875
82.2,"","1 2024","SCIE5004",82,"HD",75,82,85,65
74.65,"","1 2024","SCIE5004",75,"D",75,75,80,67.375
73.85,"","1 2024","SCIE5004",74,"D",75,74,75,66
77.35,"","1 2024","SCIE5004",77,"D",75,77,80,66
59.35,"","1 2024","SCIE5004",59,"P",75,59,60,60.5
74.2,"","1 2024","SCIE5004",74,"D",75,74,75,69.375
77.9,"","1 2024","SCIE5004",78,"D",75,78,80,71.625
76.15,"","1 2024","SCIE5004",76,"D",75,76,80,61.75
66.6,"","1 2024","SCIE5004",67,"CR",75,67,70,67.125
60.2,"","1 2024","SCIE5004",60,"CR",75,60,65,66.25
77.85,"","1 2024","SCIE5004",78,"D",75,78,80,66.857
77.1,"","1 2024","SCIE5004",77,"D",75,77,80,65.75
52.2,"","1 2024","SCIE5004",52,"P",75,52,55,54
68.55,"","1 2024","SCIE5004",69,"CR",75,69,70,65
70.45,"","1 2024","SCIE5004",70,"D",75,70,75,61
79.35,"","1 2024","SCIE5004",79,"D",75,79,80,66.875
72.4,"","1 2024","SCIE5004",72,"D",75,72,75,75.3
79.4,"","1 2024","SCIE5004",79,"D",75,79,80,62.571
71.85,"","1 2024","SCIE5004",72,"D",75,72,75,70
73.1,"","1 2024","SCIE5004",73,"D",75,73,75,67.625
74.9,"","1 2024","SCIE5004",75,"D",75,75,80,78.75
69.65,"","1 2024","SCIE5004",70,"D",75,70,75,58.625
76.35,"","1 2024","SCIE5004",76,"D",75,76,80,77.333
70.3,"","1 2024","SCIE5004",70,"D",75,70,75,58.375
70.15,"","1 2024","SCIE5004",70,"D",75,70,75,75
65.2,"","1 2024","SCIE5004",65,"CR",75,65,70,62
70.3,"","1 2024","SCIE5004",70,"D",75,70,75,74.75
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,62.412
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,80.083
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,63.833
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,66.75
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,68.833
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,62.083
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,71.25
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,80.5
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,55.889
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,68.846
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,63
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,64.25
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,74.1
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,67.25
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,77.444
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,60.846
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,77.182
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,80
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,72
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,62.917
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,51.917
NA,"WH","1 2024","SCIE5005",NA,NA,NA,NA,NA,54
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,69.167
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,68.917
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,78.583
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,64.25
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,74.125
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,63.923
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,72.545
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,78
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,72.25
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,66
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,75.364
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,70.167
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,67.417
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,69.75
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,54
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,67.083
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,70.417
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,61
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,66.364
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,55.417
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,69.545
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,69.917
NA,"UP","1 2024","SCIE5005",NA,NA,NA,NA,NA,45.143
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,81.429
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,73.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,72.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,68.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,75.286
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,74.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,72.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,87.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,72.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,75.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,69.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,79.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,69.3
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,80.286
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,65.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,61.875
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,79.857
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,79.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,72.429
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,83.682
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.625
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,67.125
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,81.167
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,70.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,70.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,68
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,74.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,75.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,80.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.875
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,75.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,73.75
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,73.5
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,73.375
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,74.625
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,82.25
NA,"AC","1 2024","SCIE5571",NA,NA,NA,NA,NA,77.286
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,78.143
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,75.286
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,74.75
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,79.273
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,87.25
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,72.75
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,77
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,69.3
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,75
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,82
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,74.091
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,79.857
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,79.25
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,72.273
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,72.429
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,83.682
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,82.857
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,NA
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,81.167
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,70.5
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,67.545
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,76.545
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,73.4
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,75.364
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,75.25
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,82.857
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,82.25
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,73.5
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,73.375
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,84.25
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,73.636
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,77.25
NA,"AC","1 2024","SCIE5572",NA,NA,NA,NA,NA,77.286
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,78.143
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,70.8
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,82.2
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,79.273
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,68.462
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,66.9
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,77
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,73
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,71.417
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,73.4
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,74.091
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,77.1
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,79.4
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,72.273
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,82.857
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,71.2
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,67.545
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,76.545
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,75.364
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,82.857
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,92.25
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,78.5
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,84.25
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,81.6
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,82.5
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,73.636
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,84
NA,"AC","1 2024","SCIE5573",NA,NA,NA,NA,NA,80
76.53,"","1 2024","SCIE5574",77,"D",75,77,80,78.143
75.43,"","1 2024","SCIE5574",75,"D",75,75,80,70.8
NA,NA,"1 2024","SCIE5574",NA,NA,75,NA,NA,82.2
84.43,"","1 2024","SCIE5574",84,"HD",75,84,85,79.273
77.1,"","1 2024","SCIE5574",77,"D",75,77,80,68.462
77.75,"","1 2024","SCIE5574",78,"D",75,78,80,77
65.3,"","1 2024","SCIE5574",65,"CR",75,65,70,73
67.2,"","1 2024","SCIE5574",67,"CR",75,67,70,71.417
74.95,"","1 2024","SCIE5574",75,"D",75,75,80,73.4
70.38,"","1 2024","SCIE5574",70,"D",75,70,75,74.091
64.55,"","1 2024","SCIE5574",65,"CR",75,65,70,77.1
NA,NA,"1 2024","SCIE5574",NA,NA,75,NA,NA,72
86.45,"","1 2024","SCIE5574",86,"HD",75,86,90,79.4
55.28,"","1 2024","SCIE5574",55,"P",75,55,60,72.273
80.8,"","1 2024","SCIE5574",81,"HD",75,81,85,82.857
NA,NA,"1 2024","SCIE5574",NA,NA,75,NA,NA,71.2
70.7,"","1 2024","SCIE5574",71,"D",75,71,75,67.545
NA,NA,"1 2024","SCIE5574",NA,NA,75,NA,NA,76.545
