"Easting","Northing"
500282,6407067
500273,6407721
499680,6407721
499662,6407067
497717,6407067
497425,6406945
497115,6406191
495369,6404317
495059,6403707
495557,6403253
498215,6403265
498215,6403066
499577,6403066
499577,6405693
500573,6405693
500573,6407056
500282,6407056
500282,6407067
