"","Unit","Mark","Grade","Median","Round.Total..no.0.","Category","WAM"
"833","ENVT3060",77,"D",61.5,77,80,NA
"834","ENVT3306",74,"D",73.5,74,75,65.526
"835","ENVT3306",75,"D",73.5,75,80,80.8
"836","ENVT3306",71,"D",73.5,71,75,58.375
"837","ENVT3306",63,"CR",73.5,63,65,59.667
"838","ENVT3306",79,"D",73.5,79,80,NA
"839","ENVT3306",73,"D",73.5,73,75,68
"840","ENVT3306",67,"CR",73.5,67,70,56.273
"841","ENVT3306",68,"CR",73.5,68,70,63.556
"842","ENVT3306",70,"D",73.5,70,75,55.867
"843","ENVT3306",77,"D",73.5,77,80,65.409
"844","ENVT3306",80,"HD",73.5,80,85,65.438
"845","ENVT3306",69,"CR",73.5,69,70,66.625
"846","ENVT3306",75,"D",73.5,75,80,NA
"847","ENVT3306",75,"D",73.5,75,80,79
"848","ENVT3306",75,"D",73.5,75,80,59.375
"849","ENVT3306",71,"D",73.5,71,75,65.563
"850","ENVT3306",79,"D",73.5,79,80,63.385
"851","ENVT3306",80,"HD",73.5,80,85,64.438
"852","ENVT3306",77,"D",73.5,77,80,84.75
"853","ENVT3306",77,"D",73.5,77,80,72.182
"854","ENVT3306",47,"N+",73.5,47,50,52.688
"855","ENVT3306",65,"CR",73.5,65,70,65.188
"856","ENVT3306",77,"D",73.5,77,80,54.938
"857","ENVT3306",65,"CR",73.5,65,70,68.538
"858","ENVT3306",71,"D",73.5,71,75,70.2
"859","ENVT3306",68,"CR",73.5,68,70,61.19
"860","ENVT3306",75,"D",73.5,75,80,76.412
"861","ENVT3306",79,"D",73.5,79,80,74.6
"862","ENVT3306",58,"P",73.5,58,60,68.5
"863","ENVT3306",78,"D",73.5,78,80,64.5
"864","ENVT3306",71,"D",73.5,71,75,65.071
"865","ENVT3306",76,"D",73.5,76,80,74.5
"866","ENVT3306",75,"D",73.5,75,80,74.375
"867","ENVT3306",73,"D",73.5,73,75,69.154
"868","ENVT3306",68,"CR",73.5,68,70,67.077
"869","ENVT3306",75,"D",73.5,75,80,71.083
"870","ENVT3306",78,"D",73.5,78,80,66.412
"871","ENVT3306",68,"CR",73.5,68,70,68.417
"872","ENVT3306",83,"HD",73.5,83,85,75.625
"873","ENVT3306",80,"HD",73.5,80,85,78.529
"874","ENVT3306",78,"D",73.5,78,80,69.769
"875","ENVT3306",77,"D",73.5,77,80,72.267
"876","ENVT3306",73,"D",73.5,73,75,50.667
"877","ENVT3306",75,"D",73.5,75,80,65.417
"878","ENVT3306",58,"P",73.5,58,60,NA
"879","ENVT3306",62,"CR",73.5,62,65,66.211
"880","ENVT3306",72,"D",73.5,72,75,59.25
"881","ENVT3306",73,"D",73.5,73,75,NA
"882","ENVT3306",84,"HD",73.5,84,85,82.375
"883","ENVT3306",75,"D",73.5,75,80,58.063
"884","ENVT3306",79,"D",73.5,79,80,55.75
"885","ENVT3306",74,"D",73.5,74,75,74.5
"886","ENVT3306",68,"CR",73.5,68,70,68.4
"887","ENVT3306",77,"D",73.5,77,80,71.35
"888","ENVT3306",60,"CR",73.5,60,65,53.833
"889","ENVT3306",50,"P",73.5,50,55,64.583
"890","ENVT3306",81,"HD",73.5,81,85,68.389
"891","ENVT3306",61,"CR",73.5,61,65,62.526
"892","ENVT3306",72,"D",73.5,72,75,60.5
"893","ENVT3306",67,"CR",73.5,67,70,67.455
"894","ENVT3306",68,"CR",73.5,68,70,69.625
"895","ENVT3306",67,"CR",73.5,67,70,65
"896","ENVT3306",80,"HD",73.5,80,85,63.063
"897","ENVT3306",79,"D",73.5,79,80,NA
"898","ENVT3306",70,"D",73.5,70,75,NA
"899","ENVT3306",63,"CR",73.5,63,65,49.231
"900","ENVT3338",NA,"AC",71.5,NA,NA,66.813
"901","ENVT3338",70,"D",71.5,70,75,65.526
"902","ENVT3338",75,"D",71.5,75,80,59.333
"903","ENVT3338",80,"HD",71.5,80,85,78.364
"904","ENVT3338",74,"D",71.5,74,75,69.375
"905","ENVT3338",71,"D",71.5,71,75,69.938
"906","ENVT3338",73,"D",71.5,73,75,65.25
"907","ENVT3338",72,"D",71.5,72,75,58.286
"908","ENVT3338",69,"CR",71.5,69,70,70.563
"909","ENVT3338",70,"D",71.5,70,75,64.476
"910","ENVT3338",70,"D",71.5,70,75,NA
"911","ENVT3338",74,"D",71.5,74,75,83.25
"912","ENVT3338",65,"CR",71.5,65,70,61.75
"913","ENVT3338",70,"D",71.5,70,75,76.188
"914","ENVT3338",77,"D",71.5,77,80,74.8
"915","ENVT3338",66,"CR",71.5,66,70,60.385
"916","ENVT3338",68,"CR",71.5,68,70,58
"917","ENVT3338",30,"N",71.5,30,35,39.95
"918","ENVT3338",69,"CR",71.5,69,70,70.938
"919","ENVT3338",62,"CR",71.5,62,65,58.063
"920","ENVT3338",NA,"AC",71.5,NA,NA,56.875
"921","ENVT3338",58,"P",71.5,58,60,71.688
"922","ENVT3338",68,"CR",71.5,68,70,54.5
"923","ENVT3338",84,"HD",71.5,84,85,67.625
"924","ENVT3338",73,"D",71.5,73,75,66.917
"925","ENVT3338",75,"D",71.5,75,80,80.063
"926","ENVT3338",71,"D",71.5,71,75,76.563
"927","ENVT3338",66,"CR",71.5,66,70,59.652
"928","ENVT3338",67,"CR",71.5,67,70,68.316
"929","ENVT3338",73,"D",71.5,73,75,72.563
"930","ENVT3338",78,"D",71.5,78,80,60.733
"931","ENVT3338",70,"D",71.5,70,75,80.55
"932","ENVT3338",80,"HD",71.5,80,85,69.5
"933","ENVT3338",77,"D",71.5,77,80,73
"934","ENVT3338",81,"HD",71.5,81,85,60.75
"935","ENVT3338",70,"D",71.5,70,75,76.813
"936","ENVT3338",74,"D",71.5,74,75,63.08
"937","ENVT3338",76,"D",71.5,76,80,72.25
"938","ENVT3338",NA,"AC",71.5,NA,NA,56.7
"939","ENVT3338",74,"D",71.5,74,75,74.444
"940","ENVT3338",77,"D",71.5,77,80,70.938
"941","ENVT3338",77,"D",71.5,77,80,76.045
"942","ENVT3338",72,"D",71.5,72,75,72.263
"943","ENVT3338",66,"CR",71.5,66,70,74
"944","ENVT3338",69,"CR",71.5,69,70,72.688
"945","ENVT3338",NA,"AC",71.5,NA,NA,60.087
"946","ENVT3338",69,"CR",71.5,69,70,71.063
"947","ENVT3338",73,"D",71.5,73,75,71.45
"948","ENVT3338",67,"CR",71.5,67,70,67.75
"949","ENVT3338",72,"D",71.5,72,75,84.375
"950","ENVT3338",67,"CR",71.5,67,70,67.188
"951","ENVT3338",NA,"AC",71.5,NA,NA,68.273
"952","ENVT3338",72,"D",71.5,72,75,67.571
"953","ENVT3338",70,"D",71.5,70,75,81.071
"954","ENVT3338",72,"D",71.5,72,75,74.95
"955","ENVT3338",65,"CR",71.5,65,70,52.464
"956","ENVT3338",67,"CR",71.5,67,70,60.267
"957","ENVT3338",68,"CR",71.5,68,70,81.261
"958","ENVT3338",71,"D",71.5,71,75,69.267
"959","ENVT3338",NA,"AC",71.5,NA,NA,64.3
"960","ENVT3338",78,"D",71.5,78,80,63.842
"961","ENVT3338",73,"D",71.5,73,75,NA
"962","ENVT3338",73,"D",71.5,73,75,52.5
"963","ENVT3338",73,"D",71.5,73,75,62.85
"964","ENVT3338",72,"D",71.5,72,75,77.714
"965","ENVT3338",NA,"AC",71.5,NA,NA,56.6
"966","ENVT3338",56,"P",71.5,56,60,56.133
"967","ENVT3361",28,"N",72,28,30,66.813
"968","ENVT3361",84,"HD",72,84,85,78.364
"969","ENVT3361",73,"D",72,73,75,64.688
"970","ENVT3361",45,"N+",72,45,50,60.938
"971","ENVT3361",86,"HD",72,86,90,69.375
"972","ENVT3361",69,"CR",72,69,70,62.727
"973","ENVT3361",71,"D",72,71,75,69.938
"974","ENVT3361",72,"D",72,72,75,58.286
"975","ENVT3361",64,"CR",72,64,65,70.563
"976","ENVT3361",64,"CR",72,64,65,64.476
"977","ENVT3361",74,"D",72,74,75,62.563
"978","ENVT3361",80,"HD",72,80,85,68.353
"979","ENVT3361",NA,"",72,NA,NA,67
"980","ENVT3361",66,"CR",72,66,70,76.188
"981","ENVT3361",16,"N",72,16,20,39.95
"982","ENVT3361",70,"D",72,70,75,70.938
"983","ENVT3361",NA,"",72,NA,NA,60.692
"984","ENVT3361",61,"CR",72,61,65,58.063
"985","ENVT3361",12,"N",72,12,15,56.875
"986","ENVT3361",60,"CR",72,60,65,71.688
"987","ENVT3361",70,"D",72,70,75,67.625
"988","ENVT3361",70,"D",72,70,75,66.917
"989","ENVT3361",81,"HD",72,81,85,76.273
"990","ENVT3361",65,"CR",72,65,70,73.235
"991","ENVT3361",81,"HD",72,81,85,80.063
"992","ENVT3361",34,"N",72,34,35,76.563
"993","ENVT3361",31,"N",72,31,35,59.652
"994","ENVT3361",84,"HD",72,84,85,68.316
"995","ENVT3361",75,"D",72,75,80,72.563
"996","ENVT3361",58,"P",72,58,60,60.733
"997","ENVT3361",74,"D",72,74,75,80.55
"998","ENVT3361",76,"D",72,76,80,69.5
"999","ENVT3361",76,"D",72,76,80,73
"1000","ENVT3361",75,"D",72,75,80,60.75
"1001","ENVT3361",81,"HD",72,81,85,76.813
"1002","ENVT3361",78,"D",72,78,80,63.08
"1003","ENVT3361",78,"D",72,78,80,61.25
"1004","ENVT3361",81,"HD",72,81,85,72.25
"1005","ENVT3361",14,"N",72,14,15,56.7
"1006","ENVT3361",76,"D",72,76,80,74.444
"1007","ENVT3361",72,"D",72,72,75,70.938
"1008","ENVT3361",74,"D",72,74,75,72.263
"1009","ENVT3361",76,"D",72,76,80,74
"1010","ENVT3361",73,"D",72,73,75,72.688
"1011","ENVT3361",76,"D",72,76,80,71.063
"1012","ENVT3361",82,"HD",72,82,85,69.238
"1013","ENVT3361",72,"D",72,72,75,71.45
"1014","ENVT3361",67,"CR",72,67,70,67.75
"1015","ENVT3361",NA,"",72,NA,NA,84.375
"1016","ENVT3361",NA,"",72,NA,NA,68.273
"1017","ENVT3361",64,"CR",72,64,65,67.571
"1018","ENVT3361",70,"D",72,70,75,81.071
"1019","ENVT3361",80,"HD",72,80,85,74.95
"1020","ENVT3361",65,"CR",72,65,70,60.267
"1021","ENVT3361",NA,"",72,NA,NA,58.182
"1022","ENVT3361",63,"CR",72,63,65,59.706
"1023","ENVT3361",68,"CR",72,68,70,69.267
"1024","ENVT3361",61,"CR",72,61,65,58.625
"1025","ENVT3361",90,"HD",72,90,95,63.842
"1026","ENVT3361",68,"CR",72,68,70,NA
"1027","ENVT3361",73,"D",72,73,75,52.5
"1028","ENVT3361",64,"CR",72,64,65,62.85
"1029","ENVT3361",78,"D",72,78,80,73
"1030","ENVT3361",85,"HD",72,85,90,77.714
"1031","ENVT3361",77,"D",72,77,80,67.857
"1032","GEOG1106",66,"CR",69,66,70,66.813
"1033","GEOG1106",62,"CR",69,62,65,38.444
"1034","GEOG1106",86,"HD",69,86,90,78.875
"1035","GEOG1106",70,"D",69,70,75,64
"1036","GEOG1106",70,"D",69,70,75,71.75
"1037","GEOG1106",50,"P",69,50,55,62.857
"1038","GEOG1106",37,"N",69,37,40,NA
"1039","GEOG1106",82,"HD",69,82,85,NA
"1040","GEOG1106",71,"D",69,71,75,71.25
"1041","GEOG1106",80,"HD",69,80,85,78.75
"1042","GEOG1106",62,"CR",69,62,65,74
"1043","GEOG1106",82,"HD",69,82,85,67.125
"1044","GEOG1106",41,"N",69,41,45,NA
"1045","GEOG1106",58,"P",69,58,60,NA
"1046","GEOG1106",69,"CR",69,69,70,NA
"1047","GEOG1106",80,"HD",69,80,85,75.077
"1048","GEOG1106",73,"D",69,73,75,NA
"1049","GEOG1106",71,"D",69,71,75,55.143
"1050","GEOG1106",29,"N",69,29,30,58.714
"1051","GEOG1106",62,"CR",69,62,65,NA
"1052","GEOG1106",67,"CR",69,67,70,61.556
"1053","GEOG1106",68,"CR",69,68,70,70.125
"1054","GEOG1106",57,"P",69,57,60,NA
"1055","GEOG1106",62,"CR",69,62,65,56.278
"1056","GEOG1106",50,"P",69,50,55,NA
"1057","GEOG1106",66,"CR",69,66,70,NA
"1058","GEOG1106",83,"HD",69,83,85,73.625
"1059","GEOG1106",75,"D",69,75,80,NA
"1060","GEOG1106",55,"P",69,55,60,NA
"1061","GEOG1106",81,"HD",69,81,85,NA
"1062","GEOG1106",78,"D",69,78,80,73.417
"1063","GEOG1106",70,"D",69,70,75,73.867
"1064","GEOG1106",66,"CR",69,66,70,76.375
"1065","GEOG1106",79,"D",69,79,80,75.688
"1066","GEOG1106",69,"CR",69,69,70,62.375
"1067","GEOG1106",84,"HD",69,84,85,NA
"1068","GEOG1106",85,"HD",69,85,90,NA
"1069","GEOG1106",82,"HD",69,82,85,75.5
"1070","GEOG1106",50,"P",69,50,55,56.5
"1071","GEOG1106",70,"D",69,70,75,NA
"1072","GEOG1106",59,"P",69,59,60,65.333
"1073","GEOG1106",88,"HD",69,88,90,78.125
"1074","GEOG1106",83,"HD",69,83,85,60.36
"1075","GEOG1106",67,"CR",69,67,70,65.81
"1076","GEOG1106",61,"CR",69,61,65,NA
"1077","GEOG1106",72,"D",69,72,75,79
"1078","GEOG1106",82,"HD",69,82,85,64.438
"1079","GEOG1106",69,"CR",69,69,70,59
"1080","GEOG1106",66,"CR",69,66,70,51.417
"1081","GEOG1106",76,"D",69,76,80,75.45
"1082","GEOG1106",63,"CR",69,63,65,61.5
"1083","GEOG1106",80,"HD",69,80,85,NA
"1084","GEOG1106",81,"HD",69,81,85,74.75
"1085","GEOG1106",77,"D",69,77,80,NA
"1086","GEOG1106",50,"P",69,50,55,NA
"1087","GEOG1106",73,"D",69,73,75,73.375
"1088","GEOG1106",58,"P",69,58,60,NA
"1089","GEOG1106",72,"D",69,72,75,NA
"1090","GEOG1106",73,"D",69,73,75,NA
"1091","GEOG1106",23,"N",69,23,25,NA
"1092","GEOG1106",78,"D",69,78,80,NA
"1093","GEOG1106",76,"D",69,76,80,68
"1094","GEOG1106",89,"HD",69,89,90,NA
"1095","GEOG1106",70,"D",69,70,75,NA
"1096","GEOG1106",74,"D",69,74,75,70.125
"1097","GEOG1106",65,"CR",69,65,70,62.222
"1098","GEOG1106",78,"D",69,78,80,48.813
"1099","GEOG1106",80,"HD",69,80,85,59.708
"1100","GEOG1106",67,"CR",69,67,70,59.643
"1101","GEOG1106",75,"D",69,75,80,66.875
"1102","GEOG1106",56,"P",69,56,60,44
"1103","GEOG1106",46,"N+",69,46,50,36
"1104","GEOG1106",76,"D",69,76,80,72
"1105","GEOG1106",66,"CR",69,66,70,65.091
"1106","GEOG1106",76,"D",69,76,80,75
"1107","GEOG1106",33,"N",69,33,35,75.667
"1108","GEOG1106",83,"HD",69,83,85,NA
"1109","GEOG1106",65,"CR",69,65,70,59.875
"1110","GEOG1106",76,"D",69,76,80,50.5
"1111","GEOG1106",85,"HD",69,85,90,NA
"1112","GEOG1106",48,"N+",69,48,50,NA
"1113","GEOG1106",67,"CR",69,67,70,NA
"1114","GEOG1106",72,"D",69,72,75,72.55
"1115","GEOG1106",50,"P",69,50,55,NA
"1116","GEOG1106",34,"N",69,34,35,NA
"1117","GEOG1106",37,"N",69,37,40,69.5
"1118","GEOG1106",73,"D",69,73,75,70.813
"1119","GEOG1106",64,"CR",69,64,65,56.273
"1120","GEOG1106",76,"D",69,76,80,NA
"1121","GEOG1106",71,"D",69,71,75,73.8
"1122","GEOG1106",68,"CR",69,68,70,NA
"1123","GEOG1106",72,"D",69,72,75,NA
"1124","GEOG1106",46,"N+",69,46,50,NA
"1125","GEOG1106",57,"P",69,57,60,66.438
"1126","GEOG1106",53,"P",69,53,55,70
"1127","GEOG1106",84,"HD",69,84,85,78.25
"1128","GEOG1106",83,"HD",69,83,85,73.095
"1129","GEOG1106",28,"N",69,28,30,NA
"1130","GEOG1106",77,"D",69,77,80,71.188
"1131","GEOG1106",56,"P",69,56,60,60.118
"1132","GEOG1106",73,"D",69,73,75,70.813
"1133","GEOG1106",58,"P",69,58,60,69.5
"1134","GEOG1106",43,"N",69,43,45,NA
"1135","GEOG1106",55,"P",69,55,60,41.333
"1136","GEOG1106",70,"D",69,70,75,76.625
"1137","GEOG1106",88,"HD",69,88,90,72.45
"1138","GEOG1106",67,"CR",69,67,70,NA
"1139","GEOG1106",67,"CR",69,67,70,54.429
"1140","GEOG1106",66,"CR",69,66,70,75.563
"1141","GEOG1106",61,"CR",69,61,65,65
"1142","GEOG1106",69,"CR",69,69,70,62.13
"1143","GEOG1106",70,"D",69,70,75,59.938
"1144","GEOG1106",63,"CR",69,63,65,48.389
"1145","GEOG1106",74,"D",69,74,75,68.667
"1146","GEOG1106",0,"N",69,NA,5,NA
"1147","GEOG1106",86,"HD",69,86,90,NA
"1148","GEOG1106",66,"CR",69,66,70,NA
"1149","GEOG1106",0,"N",69,NA,5,58.063
"1150","GEOG1106",66,"CR",69,66,70,55.75
"1151","GEOG1106",65,"CR",69,65,70,81
"1152","GEOG1106",80,"HD",69,80,85,NA
"1153","GEOG1106",61,"CR",69,61,65,64.25
"1154","GEOG1106",64,"CR",69,64,65,NA
"1155","GEOG1106",79,"D",69,79,80,64.182
"1156","GEOG1106",71,"D",69,71,75,77.556
"1157","GEOG1106",79,"D",69,79,80,81
"1158","GEOG1106",6,"N",69,6,10,NA
"1159","GEOG1106",78,"D",69,78,80,NA
"1160","GEOG1106",47,"N+",69,47,50,NA
"1161","GEOG1106",72,"D",69,72,75,72.5
"1162","GEOG1106",74,"D",69,74,75,60.125
"1163","GEOG1106",59,"P",69,59,60,66.125
"1164","GEOG1106",54,"P",69,54,55,NA
"1165","GEOG1106",63,"CR",69,63,65,50.8
"1166","GEOG1106",64,"CR",69,64,65,NA
"1167","GEOG1106",63,"CR",69,63,65,69.25
"1168","GEOG1106",64,"CR",69,64,65,NA
"1169","GEOG1106",63,"CR",69,63,65,66
"1170","GEOG1106",73,"D",69,73,75,67.5
"1171","GEOG1106",66,"CR",69,66,70,63.875
"1172","GEOG1106",74,"D",69,74,75,76.762
"1173","GEOG1106",0,"N",69,NA,5,NA
"1174","GEOG1106",53,"P",69,53,55,NA
"1175","GEOG1106",77,"D",69,77,80,58.958
"1176","GEOG1106",89,"HD",69,89,90,77.917
"1177","GEOG1106",82,"HD",69,82,85,NA
"1178","GEOG1106",25,"N",69,25,30,NA
"1179","GEOG1106",83,"HD",69,83,85,84.375
"1180","GEOG1106",50,"P",69,50,55,NA
"1181","GEOG1106",36,"N",69,36,40,NA
"1182","GEOG1106",81,"HD",69,81,85,62.789
"1183","GEOG1106",81,"HD",69,81,85,68.125
"1184","GEOG1106",80,"HD",69,80,85,75.688
"1185","GEOG1106",60,"CR",69,60,65,NA
"1186","GEOG3300",75,"D",76.5,75,80,64.476
"1187","GEOG3300",74,"D",76.5,74,75,74.8
"1188","GEOG3300",87,"HD",76.5,87,90,79
"1189","GEOG3300",66,"CR",76.5,66,70,72.563
"1190","GEOG3300",77,"D",76.5,77,80,59.333
"1191","GEOG3300",79,"D",76.5,79,80,72.25
"1192","GEOG3300",77,"D",76.5,77,80,68.417
"1193","GEOG3300",80,"HD",76.5,80,85,74
"1194","GEOG3300",76,"D",76.5,76,80,49.231
"1195","GEOG3300",74,"D",76.5,74,75,80.941
"1196","SCIE1104",76,"D",75,76,80,NA
"1197","SCIE1104",75,"D",75,75,80,57.167
"1198","SCIE1104",79,"D",75,79,80,NA
"1199","SCIE1104",80,"HD",75,80,85,NA
"1200","SCIE1104",65,"CR",75,65,70,70.333
"1201","SCIE1104",74,"D",75,74,75,72.5
"1202","SCIE1104",81,"HD",75,81,85,61.429
"1203","SCIE1104",76,"D",75,76,80,NA
"1204","SCIE1104",77,"D",75,77,80,78.125
"1205","SCIE1104",75,"D",75,75,80,67.125
"1206","SCIE1104",86,"HD",75,86,90,NA
"1207","SCIE1104",65,"CR",75,65,70,59.667
"1208","SCIE1104",76,"D",75,76,80,NA
"1209","SCIE1104",18,"N",75,18,20,NA
"1210","SCIE1104",65,"CR",75,65,70,49.778
"1211","SCIE1104",17,"N",75,17,20,56.458
"1212","SCIE1104",82,"HD",75,82,85,NA
"1213","SCIE1104",27,"N",75,27,30,48.762
"1214","SCIE1104",70,"D",75,70,75,NA
"1215","SCIE1104",NA,"",75,NA,NA,62.5
"1216","SCIE1104",68,"CR",75,68,70,63.444
"1217","SCIE1104",74,"D",75,74,75,NA
"1218","SCIE1104",54,"P",75,54,55,41.667
"1219","SCIE1104",21,"N",75,21,25,58
"1220","SCIE1104",65,"CR",75,65,70,66
"1221","SCIE1104",75,"D",75,75,80,NA
"1222","SCIE1104",85,"HD",75,85,90,NA
"1223","SCIE1104",70,"D",75,70,75,NA
"1224","SCIE1104",65,"CR",75,65,70,NA
"1225","SCIE1104",83,"HD",75,83,85,NA
"1226","SCIE1104",75,"D",75,75,80,63.125
"1227","SCIE1104",69,"CR",75,69,70,NA
"1228","SCIE1104",72,"D",75,72,75,NA
"1229","SCIE1104",83,"HD",75,83,85,82.625
"1230","SCIE1104",73,"D",75,73,75,54.75
"1231","SCIE1104",82,"HD",75,82,85,NA
"1232","SCIE1104",73,"D",75,73,75,NA
"1233","SCIE1104",75,"D",75,75,80,NA
"1234","SCIE1104",71,"D",75,71,75,NA
"1235","SCIE1104",77,"D",75,77,80,NA
"1236","SCIE1104",72,"D",75,72,75,NA
"1237","SCIE1104",81,"HD",75,81,85,68.25
"1238","SCIE1104",0,"N",75,NA,5,NA
"1239","SCIE1104",75,"D",75,75,80,67.5
"1240","SCIE1104",71,"D",75,71,75,NA
"1241","SCIE1104",33,"N",75,33,35,NA
"1242","SCIE1104",56,"P",75,56,60,52.4
"1243","SCIE1104",81,"HD",75,81,85,NA
"1244","SCIE1104",73,"D",75,73,75,NA
"1245","SCIE1104",58,"P",75,58,60,NA
"1246","SCIE1104",83,"HD",75,83,85,NA
"1247","SCIE1104",64,"CR",75,64,65,NA
"1248","SCIE1104",67,"CR",75,67,70,NA
"1249","SCIE1104",71,"D",75,71,75,74.571
"1250","SCIE1104",66,"CR",75,66,70,NA
"1251","SCIE1104",83,"HD",75,83,85,76.375
"1252","SCIE1104",36,"N",75,36,40,65.286
"1253","SCIE1104",78,"D",75,78,80,NA
"1254","SCIE1104",70,"D",75,70,75,64.25
"1255","SCIE1104",82,"HD",75,82,85,NA
"1256","SCIE1104",79,"D",75,79,80,NA
"1257","SCIE1104",75,"D",75,75,80,NA
"1258","SCIE1104",75,"D",75,75,80,75.25
"1259","SCIE1104",78,"D",75,78,80,79
"1260","SCIE1104",81,"HD",75,81,85,NA
"1261","SCIE1104",76,"D",75,76,80,50.625
"1262","SCIE1104",55,"P",75,55,60,52.875
"1263","SCIE1104",60,"CR",75,60,65,50.636
"1264","SCIE1104",87,"HD",75,87,90,NA
"1265","SCIE1104",68,"CR",75,68,70,NA
"1266","SCIE1104",64,"CR",75,64,65,67.5
"1267","SCIE1104",66,"CR",75,66,70,NA
"1268","SCIE1104",70,"D",75,70,75,NA
"1269","SCIE1104",80,"HD",75,80,85,NA
"1270","SCIE1104",80,"HD",75,80,85,77
"1271","SCIE1104",83,"HD",75,83,85,NA
"1272","SCIE1104",0,"N",75,NA,5,NA
"1273","SCIE1104",81,"HD",75,81,85,NA
"1274","SCIE1104",88,"HD",75,88,90,NA
"1275","SCIE1104",75,"D",75,75,80,65.188
"1276","SCIE1104",71,"D",75,71,75,51.5
"1277","SCIE1104",81,"HD",75,81,85,NA
"1278","SCIE1104",90,"HD",75,90,95,NA
"1279","SCIE1104",89,"HD",75,89,90,NA
"1280","SCIE1104",59,"P",75,59,60,46.714
"1281","SCIE1104",63,"CR",75,63,65,NA
"1282","SCIE1104",73,"D",75,73,75,NA
"1283","SCIE1104",55,"P",75,55,60,36
"1284","SCIE1104",0,"N",75,NA,5,61.75
"1285","SCIE1104",22,"N",75,22,25,NA
"1286","SCIE1104",64,"CR",75,64,65,56.5
"1287","SCIE1104",70,"D",75,70,75,64.5
"1288","SCIE1104",83,"HD",75,83,85,69.4
"1289","SCIE1104",70,"D",75,70,75,52.875
"1290","SCIE1104",71,"D",75,71,75,NA
"1291","SCIE1104",80,"HD",75,80,85,NA
"1292","SCIE1104",76,"D",75,76,80,NA
"1293","SCIE1104",78,"D",75,78,80,NA
"1294","SCIE1104",87,"HD",75,87,90,NA
"1295","SCIE1104",67,"CR",75,67,70,NA
"1296","SCIE1104",13,"N",75,13,15,NA
"1297","SCIE1104",81,"HD",75,81,85,NA
"1298","SCIE1104",76,"D",75,76,80,82
"1299","SCIE1104",80,"HD",75,80,85,72.375
"1300","SCIE1104",81,"HD",75,81,85,NA
"1301","SCIE1104",71,"D",75,71,75,52.4
"1302","SCIE1104",87,"HD",75,87,90,73.375
"1303","SCIE1104",89,"HD",75,89,90,NA
"1304","SCIE1104",81,"HD",75,81,85,64.25
"1305","SCIE1104",81,"HD",75,81,85,NA
"1306","SCIE1104",81,"HD",75,81,85,NA
"1307","SCIE1104",56,"P",75,56,60,43.857
"1308","SCIE1104",60,"CR",75,60,65,NA
"1309","SCIE1104",82,"HD",75,82,85,NA
"1310","SCIE1104",86,"HD",75,86,90,NA
"1311","SCIE1104",60,"CR",75,60,65,61.875
"1312","SCIE1104",81,"HD",75,81,85,NA
"1313","SCIE1104",86,"HD",75,86,90,NA
"1314","SCIE1104",70,"D",75,70,75,NA
"1315","SCIE1104",64,"CR",75,64,65,NA
"1316","SCIE1104",87,"HD",75,87,90,NA
"1317","SCIE1104",69,"CR",75,69,70,71.063
"1318","SCIE1104",70,"D",75,70,75,NA
"1319","SCIE1104",83,"HD",75,83,85,57.688
"1320","SCIE1104",64,"CR",75,64,65,68.5
"1321","SCIE1104",NA,"",75,NA,NA,22
"1322","SCIE1104",78,"D",75,78,80,NA
"1323","SCIE1104",82,"HD",75,82,85,NA
"1324","SCIE1104",68,"CR",75,68,70,NA
"1325","SCIE1104",87,"HD",75,87,90,78.4
"1326","SCIE1104",85,"HD",75,85,90,NA
"1327","SCIE1104",56,"P",75,56,60,NA
"1328","SCIE1104",87,"HD",75,87,90,NA
"1329","SCIE1104",83,"HD",75,83,85,NA
"1330","SCIE1104",70,"D",75,70,75,64.818
"1331","SCIE1104",74,"D",75,74,75,NA
"1332","SCIE1104",76,"D",75,76,80,NA
"1333","SCIE1104",71,"D",75,71,75,NA
"1334","SCIE1104",82,"HD",75,82,85,NA
"1335","SCIE1104",80,"HD",75,80,85,75.375
"1336","SCIE1104",91,"HD",75,91,95,NA
"1337","SCIE1104",86,"HD",75,86,90,NA
"1338","SCIE1104",81,"HD",75,81,85,72.111
"1339","SCIE1104",77,"D",75,77,80,63
"1340","SCIE1104",60,"CR",75,60,65,52.75
"1341","SCIE1104",81,"HD",75,81,85,NA
"1342","SCIE1104",73,"D",75,73,75,59.375
"1343","SCIE1104",83,"HD",75,83,85,NA
"1344","SCIE1104",80,"HD",75,80,85,NA
"1345","SCIE1104",75,"D",75,75,80,NA
"1346","SCIE1104",67,"CR",75,67,70,NA
"1347","SCIE1104",74,"D",75,74,75,72
"1348","SCIE1104",83,"HD",75,83,85,56.375
"1349","SCIE1104",55,"P",75,55,60,59.667
"1350","SCIE1104",81,"HD",75,81,85,NA
"1351","SCIE1104",76,"D",75,76,80,63
"1352","SCIE1104",69,"CR",75,69,70,61.5
"1353","SCIE1104",61,"CR",75,61,65,NA
"1354","SCIE1104",NA,"",75,NA,NA,63.625
"1355","SCIE1104",87,"HD",75,87,90,NA
"1356","SCIE1104",82,"HD",75,82,85,75
"1357","SCIE1104",NA,"",75,NA,NA,NA
"1358","SCIE1104",83,"HD",75,83,85,76.25
"1359","SCIE1104",65,"CR",75,65,70,NA
"1360","SCIE1104",68,"CR",75,68,70,66
"1361","SCIE1104",79,"D",75,79,80,NA
"1362","SCIE1104",57,"P",75,57,60,NA
